Product Type,Product Name,Texture,Color,Width,Length,Thickness,Exposure,HardieZone,SKU,URL,Warranty Substrate,Warranty Finish,Fire Rating,Review Count,Rating
HardiePanel Vertical Siding,"HardiePanel Smooth 48×96"" in Khaki Brown",Smooth,Khaki Brown,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SMO-KHA-48x96,/products/james-hardie/hardiepanel/smooth/48x96/khaki-brown,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×96"" in Timber Bark",Smooth,Timber Bark,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SMO-TIM-48x96,/products/james-hardie/hardiepanel/smooth/48x96/timber-bark,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×96"" in Pearl Gray",Smooth,Pearl Gray,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SMO-PEA-48x96,/products/james-hardie/hardiepanel/smooth/48x96/pearl-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×96"" in Light Mist",Smooth,Light Mist,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SMO-LIG-48x96,/products/james-hardie/hardiepanel/smooth/48x96/light-mist,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×96"" in Gray Slate",Smooth,Gray Slate,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SMO-GRA-48x96,/products/james-hardie/hardiepanel/smooth/48x96/gray-slate,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×96"" in Night Gray",Smooth,Night Gray,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SMO-NIG-48x96,/products/james-hardie/hardiepanel/smooth/48x96/night-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×96"" in Boothbay Blue",Smooth,Boothbay Blue,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SMO-BOO-48x96,/products/james-hardie/hardiepanel/smooth/48x96/boothbay-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×96"" in Evening Blue",Smooth,Evening Blue,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SMO-EVE-48x96,/products/james-hardie/hardiepanel/smooth/48x96/evening-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×96"" in Aged Pewter",Smooth,Aged Pewter,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SMO-AGE-48x96,/products/james-hardie/hardiepanel/smooth/48x96/aged-pewter,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×96"" in Iron Gray",Smooth,Iron Gray,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SMO-IRO-48x96,/products/james-hardie/hardiepanel/smooth/48x96/iron-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×96"" in Mountain Sage",Smooth,Mountain Sage,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SMO-MOU-48x96,/products/james-hardie/hardiepanel/smooth/48x96/mountain-sage,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Arctic White",Smooth,Arctic White,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-ARC-48x108,/products/james-hardie/hardiepanel/smooth/48x108/arctic-white,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Cobble Stone",Smooth,Cobble Stone,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-COB-48x108,/products/james-hardie/hardiepanel/smooth/48x108/cobble-stone,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Navajo Beige",Smooth,Navajo Beige,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-NAV-48x108,/products/james-hardie/hardiepanel/smooth/48x108/navajo-beige,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Monterey Taupe",Smooth,Monterey Taupe,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-MON-48x108,/products/james-hardie/hardiepanel/smooth/48x108/monterey-taupe,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Khaki Brown",Smooth,Khaki Brown,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-KHA-48x108,/products/james-hardie/hardiepanel/smooth/48x108/khaki-brown,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Timber Bark",Smooth,Timber Bark,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-TIM-48x108,/products/james-hardie/hardiepanel/smooth/48x108/timber-bark,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Pearl Gray",Smooth,Pearl Gray,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-PEA-48x108,/products/james-hardie/hardiepanel/smooth/48x108/pearl-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Light Mist",Smooth,Light Mist,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-LIG-48x108,/products/james-hardie/hardiepanel/smooth/48x108/light-mist,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Gray Slate",Smooth,Gray Slate,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-GRA-48x108,/products/james-hardie/hardiepanel/smooth/48x108/gray-slate,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Night Gray",Smooth,Night Gray,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-NIG-48x108,/products/james-hardie/hardiepanel/smooth/48x108/night-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Boothbay Blue",Smooth,Boothbay Blue,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-BOO-48x108,/products/james-hardie/hardiepanel/smooth/48x108/boothbay-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Evening Blue",Smooth,Evening Blue,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-EVE-48x108,/products/james-hardie/hardiepanel/smooth/48x108/evening-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Aged Pewter",Smooth,Aged Pewter,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-AGE-48x108,/products/james-hardie/hardiepanel/smooth/48x108/aged-pewter,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Iron Gray",Smooth,Iron Gray,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-IRO-48x108,/products/james-hardie/hardiepanel/smooth/48x108/iron-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×108"" in Mountain Sage",Smooth,Mountain Sage,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-SMO-MOU-48x108,/products/james-hardie/hardiepanel/smooth/48x108/mountain-sage,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Arctic White",Smooth,Arctic White,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-ARC-48x120,/products/james-hardie/hardiepanel/smooth/48x120/arctic-white,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Cobble Stone",Smooth,Cobble Stone,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-COB-48x120,/products/james-hardie/hardiepanel/smooth/48x120/cobble-stone,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Navajo Beige",Smooth,Navajo Beige,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-NAV-48x120,/products/james-hardie/hardiepanel/smooth/48x120/navajo-beige,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Monterey Taupe",Smooth,Monterey Taupe,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-MON-48x120,/products/james-hardie/hardiepanel/smooth/48x120/monterey-taupe,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Khaki Brown",Smooth,Khaki Brown,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-KHA-48x120,/products/james-hardie/hardiepanel/smooth/48x120/khaki-brown,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Timber Bark",Smooth,Timber Bark,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-TIM-48x120,/products/james-hardie/hardiepanel/smooth/48x120/timber-bark,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Pearl Gray",Smooth,Pearl Gray,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-PEA-48x120,/products/james-hardie/hardiepanel/smooth/48x120/pearl-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Light Mist",Smooth,Light Mist,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-LIG-48x120,/products/james-hardie/hardiepanel/smooth/48x120/light-mist,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Gray Slate",Smooth,Gray Slate,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-GRA-48x120,/products/james-hardie/hardiepanel/smooth/48x120/gray-slate,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Night Gray",Smooth,Night Gray,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-NIG-48x120,/products/james-hardie/hardiepanel/smooth/48x120/night-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Boothbay Blue",Smooth,Boothbay Blue,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-BOO-48x120,/products/james-hardie/hardiepanel/smooth/48x120/boothbay-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Evening Blue",Smooth,Evening Blue,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-EVE-48x120,/products/james-hardie/hardiepanel/smooth/48x120/evening-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Aged Pewter",Smooth,Aged Pewter,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-AGE-48x120,/products/james-hardie/hardiepanel/smooth/48x120/aged-pewter,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Iron Gray",Smooth,Iron Gray,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-IRO-48x120,/products/james-hardie/hardiepanel/smooth/48x120/iron-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Smooth 48×120"" in Mountain Sage",Smooth,Mountain Sage,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-SMO-MOU-48x120,/products/james-hardie/hardiepanel/smooth/48x120/mountain-sage,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Arctic White",Select Cedarmill,Arctic White,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-ARC-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/arctic-white,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Cobble Stone",Select Cedarmill,Cobble Stone,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-COB-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/cobble-stone,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Navajo Beige",Select Cedarmill,Navajo Beige,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-NAV-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/navajo-beige,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Monterey Taupe",Select Cedarmill,Monterey Taupe,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-MON-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/monterey-taupe,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Khaki Brown",Select Cedarmill,Khaki Brown,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-KHA-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/khaki-brown,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Timber Bark",Select Cedarmill,Timber Bark,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-TIM-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/timber-bark,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Pearl Gray",Select Cedarmill,Pearl Gray,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-PEA-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/pearl-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Light Mist",Select Cedarmill,Light Mist,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-LIG-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/light-mist,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Gray Slate",Select Cedarmill,Gray Slate,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-GRA-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/gray-slate,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Night Gray",Select Cedarmill,Night Gray,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-NIG-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/night-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Boothbay Blue",Select Cedarmill,Boothbay Blue,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-BOO-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/boothbay-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Evening Blue",Select Cedarmill,Evening Blue,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-EVE-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/evening-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Aged Pewter",Select Cedarmill,Aged Pewter,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-AGE-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/aged-pewter,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Iron Gray",Select Cedarmill,Iron Gray,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-IRO-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/iron-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×96"" in Mountain Sage",Select Cedarmill,Mountain Sage,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-CED-MOU-48x96,/products/james-hardie/hardiepanel/select-cedarmill/48x96/mountain-sage,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Arctic White",Select Cedarmill,Arctic White,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-ARC-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/arctic-white,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Cobble Stone",Select Cedarmill,Cobble Stone,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-COB-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/cobble-stone,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Navajo Beige",Select Cedarmill,Navajo Beige,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-NAV-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/navajo-beige,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Monterey Taupe",Select Cedarmill,Monterey Taupe,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-MON-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/monterey-taupe,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Khaki Brown",Select Cedarmill,Khaki Brown,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-KHA-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/khaki-brown,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Timber Bark",Select Cedarmill,Timber Bark,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-TIM-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/timber-bark,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Pearl Gray",Select Cedarmill,Pearl Gray,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-PEA-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/pearl-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Light Mist",Select Cedarmill,Light Mist,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-LIG-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/light-mist,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Gray Slate",Select Cedarmill,Gray Slate,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-GRA-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/gray-slate,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Night Gray",Select Cedarmill,Night Gray,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-NIG-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/night-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Boothbay Blue",Select Cedarmill,Boothbay Blue,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-BOO-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/boothbay-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Evening Blue",Select Cedarmill,Evening Blue,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-EVE-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/evening-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Aged Pewter",Select Cedarmill,Aged Pewter,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-AGE-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/aged-pewter,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Iron Gray",Select Cedarmill,Iron Gray,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-IRO-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/iron-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×108"" in Mountain Sage",Select Cedarmill,Mountain Sage,"48""","108""","0.3125""",Full wall,HZ5,JH-HARD-CED-MOU-48x108,/products/james-hardie/hardiepanel/select-cedarmill/48x108/mountain-sage,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Arctic White",Select Cedarmill,Arctic White,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-ARC-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/arctic-white,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Cobble Stone",Select Cedarmill,Cobble Stone,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-COB-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/cobble-stone,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Navajo Beige",Select Cedarmill,Navajo Beige,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-NAV-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/navajo-beige,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Monterey Taupe",Select Cedarmill,Monterey Taupe,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-MON-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/monterey-taupe,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Khaki Brown",Select Cedarmill,Khaki Brown,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-KHA-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/khaki-brown,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Timber Bark",Select Cedarmill,Timber Bark,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-TIM-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/timber-bark,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Pearl Gray",Select Cedarmill,Pearl Gray,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-PEA-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/pearl-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Light Mist",Select Cedarmill,Light Mist,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-LIG-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/light-mist,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Gray Slate",Select Cedarmill,Gray Slate,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-GRA-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/gray-slate,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Night Gray",Select Cedarmill,Night Gray,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-NIG-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/night-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Boothbay Blue",Select Cedarmill,Boothbay Blue,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-BOO-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/boothbay-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Evening Blue",Select Cedarmill,Evening Blue,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-EVE-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/evening-blue,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Aged Pewter",Select Cedarmill,Aged Pewter,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-AGE-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/aged-pewter,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Iron Gray",Select Cedarmill,Iron Gray,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-IRO-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/iron-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Select Cedarmill 48×120"" in Mountain Sage",Select Cedarmill,Mountain Sage,"48""","120""","0.3125""",Full wall,HZ5,JH-HARD-CED-MOU-48x120,/products/james-hardie/hardiepanel/select-cedarmill/48x120/mountain-sage,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Sierra 8 48×96"" in Arctic White",Sierra 8,Arctic White,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SIE-ARC-48x96,/products/james-hardie/hardiepanel/sierra-8/48x96/arctic-white,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Sierra 8 48×96"" in Cobble Stone",Sierra 8,Cobble Stone,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SIE-COB-48x96,/products/james-hardie/hardiepanel/sierra-8/48x96/cobble-stone,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Sierra 8 48×96"" in Navajo Beige",Sierra 8,Navajo Beige,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SIE-NAV-48x96,/products/james-hardie/hardiepanel/sierra-8/48x96/navajo-beige,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Sierra 8 48×96"" in Monterey Taupe",Sierra 8,Monterey Taupe,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SIE-MON-48x96,/products/james-hardie/hardiepanel/sierra-8/48x96/monterey-taupe,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Sierra 8 48×96"" in Khaki Brown",Sierra 8,Khaki Brown,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SIE-KHA-48x96,/products/james-hardie/hardiepanel/sierra-8/48x96/khaki-brown,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Sierra 8 48×96"" in Timber Bark",Sierra 8,Timber Bark,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SIE-TIM-48x96,/products/james-hardie/hardiepanel/sierra-8/48x96/timber-bark,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Sierra 8 48×96"" in Pearl Gray",Sierra 8,Pearl Gray,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SIE-PEA-48x96,/products/james-hardie/hardiepanel/sierra-8/48x96/pearl-gray,30 years,15 years,Class A,200,4.8
HardiePanel Vertical Siding,"HardiePanel Sierra 8 48×96"" in Light Mist",Sierra 8,Light Mist,"48""","96""","0.3125""",Full wall,HZ5,JH-HARD-SIE-LIG-48x96,/products/james-hardie/hardiepanel/sierra-8/48x96/light-mist,30 years,15 years,Class A,200,4.8
